Name,Time
 Dima, 02:05:21
 Dima, 02:05:21
 Dima, 02:05:22
 Dima, 02:05:22
 Dima, 02:05:23
 Dima, 02:05:23
 Dima, 02:05:23
 Dima, 02:05:24
 Dima, 02:05:24
 Dima, 02:05:25
 Dima, 02:05:25
 Dima, 02:05:25
 Dima, 02:05:26
 Dima, 02:05:26
 Dima, 02:05:26
 Dima, 02:05:27
 Dima, 02:05:28
 Dima, 02:05:28
 Dima, 02:05:29
 Dima, 02:05:29
 Dima, 02:05:29
 Dima, 02:05:31
 Dima, 02:05:31
